Time	Symbol	MarketMode	State	TradeUUID	Event	StartAdjusted	ImpulseATR	StartPrice	EndPrice	BandLower	BandUpper	TouchCount	FreezeCancelCount	ConfirmType	EntryType	EntryPrice	SL	TP	SpreadPts	SlippagePts	FillDeviationPts	Result	RejectReason	Extra
2026.03.10 15:25:01	BTCUSD#	CRYPTO	IMPULSE_FOUND	20260310152501_02	LOG_STATE	false	53.45	70723.60	70885.30	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	2250.0	0.0	0.0			reason=ImpulseDetected
2026.03.10 15:25:01	BTCUSD#	CRYPTO	IMPULSE_FOUND	20260310152501_02	LOG_IMPULSE	false	53.45	70723.60	70885.30	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	2250.0	0.0	0.0			dir=LONG
2026.03.10 15:26:02	BTCUSD#	CRYPTO	IMPULSE_CONFIRMED	20260310152501_02	LOG_STATE	false	54.06	70723.60	70885.30	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	2250.0	0.0	0.0			reason=FreezeEstablished
2026.03.10 15:26:02	BTCUSD#	CRYPTO	IMPULSE_CONFIRMED	20260310152501_02	LOG_IMPULSE	false	54.06	70723.60	70885.30	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	2250.0	0.0	0.0			Frozen100=70885.30
2026.03.10 15:26:02	BTCUSD#	CRYPTO	IDLE	20260310152501_02	LOG_STATE	false	54.11	70723.60	70885.30	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	2250.0	0.0	0.0			reason=MASetupFailed
2026.03.10 15:34:00	BTCUSD#	CRYPTO	IDLE	20260310153400_02	LOG_REJECT	false	87.27	70684.80	70417.90	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	2250.0	0.0	0.0		TREND_MISMATCH	
2026.03.10 16:02:00	BTCUSD#	CRYPTO	IDLE	20260310160200_02	LOG_REJECT	false	107.72	69897.30	69597.80	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	2250.0	0.0	0.0		TREND_FLAT	
2026.03.10 16:03:00	BTCUSD#	CRYPTO	IDLE	20260310160300_02	LOG_REJECT	false	127.97	69598.40	69938.40	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	2250.0	0.0	0.0		TREND_FLAT	
2026.03.10 16:41:00	BTCUSD#	CRYPTO	IDLE	20260310164100_02	LOG_REJECT	false	110.86	70160.90	70422.90	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	2250.0	0.0	0.0		TREND_FLAT	
2026.03.10 17:05:00	BTCUSD#	CRYPTO	IMPULSE_FOUND	20260310170500_02	LOG_STATE	false	163.92	71397.10	71765.70	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	2250.0	0.0	0.0			reason=ImpulseDetected
